"index";"Company";"TypeName";"Inches";"screen_size";"Resolution_width";"Resolution_height";"IPS_panel";"Touchscreen";"Cpu_brand";"Cpu_name";"Cpu_speed";"Ram";"Memory_type";"Primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"Price";"ppi"
937;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;1;"Intel";"Core i7";"2.70";12;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.6;80613;166
938;"Acer";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";12;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 950M";"window";2.4;25841;141
939;"Samsung";"Ultrabook";15.0;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.17;109171;147
940;"MSI";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.60";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";2.94;63350;141
941;"Toshiba";"Ultrabook";12.5;"small";1920;1080;0;1;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.1;27899;176
942;"Lenovo";"Ultrabook";14.0;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.32;61965;157
943;"Asus";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.60";16;"HDD";"1024";"0";"Nvidia";" GeForce GTX 965M";"N/A";4.0;23177;127
944;"MSI";"Gaming";17.3;"large";3840;2160;1;0;"Intel";"Core i7";"2.60";16;"Hybrid";"512";"2048";"Nvidia";" GeForce GTX 1060";"window";2.43;39960;255
945;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Intel";" HD Graphics";"window";2.25;63883;141
946;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";" GeForce 930MX";"window";2.04;54931;100
947;"Toshiba";"Notebook";13.3;"small";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.05;39907;166
948;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";16;"HDD";"2048";"0";"AMD";" Radeon R7 M445";"window";2.32;88924;141
949;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";" Radeon R5 M430";"linux";2.25;59620;100
950;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";" HD Graphics 620";"window";1.9;70703;100
951;"Dell";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1050Ti";"linux";2.62;25521;141
952;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i3";"2.40";4;"HDD";"500";"0";"Intel";" HD Graphics 620";"window";2.04;19607;141
953;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"Nvidia";" GeForce 930MX";"window";2.04;79654;141
954;"Dell";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.80";32;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";4.42;100966;127
955;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";6;"SSD";"256";"0";"Nvidia";" GeForce 920MX";"window";2.4;52694;141
956;"Dell";"2 in 1 Convertible";13.3;"small";3200;1800;0;1;"Intel";"Core i7";"1.30";16;"SSD";"512";"0";"Intel";" HD Graphics 615";"window";1.22;101658;276
957;"Dell";"Ultrabook";14.0;"medium";2560;1440;0;1;"Intel";"Core i7";"2.60";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.5;114552;210
958;"Dell";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.60";32;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";4.42;26587;127
959;"Toshiba";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.95;60153;157
960;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";2.73;63883;127
961;"HP";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"2.70";8;"Hybrid";"128";"1024";"Nvidia";" GeForce 930MX";"window";2.04;14492;141
962;"Lenovo";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Core i5";"2.30";4;"Hybrid";"508";"0";"Intel";" HD Graphics 520";"window";1.7;14419;112
963;"Asus";"2 in 1 Convertible";15.6;"medium";3840;2160;0;1;"Intel";"Core i7";"2.70";16;"Hybrid";"512";"2048";"Nvidia";" GeForce GTX 950M";"window";2.3;33513;282
964;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1050 Ti";"window";2.99;32767;127
965;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;1;"Intel";"Core i7";"2.70";12;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";2.19;109165;141
966;"Toshiba";"Notebook";13.3;"small";1920;1080;0;0;"Intel";"Core i5";"2.30";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";1.2;20619;166
967;"Lenovo";"Notebook";15.6;"medium";1920;1080;0;0;"AMD";"A12-Series 9720P";"3.60";6;"SSD";"256";"0";"AMD";" Radeon 530";"window";2.2;109244;141
968;"MSI";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.60";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";1.8;20965;141
969;"Fujitsu";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.30";4;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";2.3;26587;100
970;"Toshiba";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";1.75;18434;112
971;"Dell";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.29;14812;166
972;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"AMD";" Radeon R5 M430";"window";2.25;85195;100
973;"Asus";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.70";64;"SSD";"1024";"0";"Nvidia";" GeForce GTX 980 ";"window";3.58;40067;127
974;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.04;33513;141
975;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;0;1;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.62;142790;166
976;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1060";"window";2.5;32820;141
977;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"AMD";" Radeon R7 M445";"window";2.36;58555;100
978;"Dell";"Gaming";15.6;"medium";3840;2160;0;0;"Intel";"Core i7";"2.60";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 970M";"window";3.21;62284;282
979;"Apple";"Ultrabook";12.0;"small";2304;1440;1;0;"Intel";"Core M";"1.10";8;"Flash Storage";"256";"0";"Intel";" HD Graphics 515";"macos";0.92;210424;226
980;"Dell";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"128";"0";"Intel";" HD Graphics 620 ";"window";1.6;47366;157
981;"HP";"Netbook";12.5;"small";1920;1080;0;0;"Intel";"Core M";"1.20";8;"SSD";"512";"0";"Intel";" HD Graphics 515";"window";0.97;41772;176
982;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.30";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";2.06;30849;100
983;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i3";"2.00";4;"Hybrid";"128";"1024";"AMD";" Radeon 520";"window";2.1;127819;141
984;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";2.31;15931;100
985;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.10";4;"SSD";"128";"0";"Intel";" HD Graphics 500";"N/A";1.9;33513;100
986;"HP";"Ultrabook";12.5;"small";1920;1080;0;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.26;130483;176
987;"HP";"Notebook";13.3;"small";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.49;24456;166
988;"Lenovo";"Ultrabook";12.5;"small";1920;1080;1;1;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.3;68145;176
989;"HP";"Notebook";13.3;"small";3200;1800;0;0;"Intel";"Pentium Dual";"1.50";4;"Flash Storage";"32";"0";"Intel";" HD Graphics 515";"chromeOS";1.29;27805;276
990;"Lenovo";"2 in 1 Convertible";14.0;"medium";2560;1440;1;1;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.36;15398;210
991;"Lenovo";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i5";"2.30";8;"HDD";"1024";"0";"AMD";" Radeon R5 M330";"window";3.0;115709;106
992;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"AMD";"A8-Series 7410";"2.20";4;"HDD";"500";"0";"AMD";" Radeon R5";"window";2.4;54825;100
993;"Lenovo";"Ultrabook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";6;"SSD";"256";"0";"Nvidia";" GeForce 920M";"window";1.54;61219;141
994;"Lenovo";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"2.30";4;"HDD";"1024";"0";"Nvidia";" GeForce GTX 950M";"window";2.3;93187;141
995;"MSI";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";3.78;20193;127
996;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";2.1;130003;100
997;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Pentium Quad";"1.60";4;"HDD";"500";"0";"Intel";" HD Graphics";"linux";2.2;87912;100
998;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Nvidia";" GeForce GT 940MX";"linux";1.98;103842;141
999;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";2.31;186427;141
1000;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";" HD Graphics 520";"N/A";1.86;53227;100
1001;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"2.00";4;"HDD";"500";"0";"Intel";" HD Graphics 500";"window";2.1;47899;100
1002;"Asus";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.80";8;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";2.7;29303;127
1003;"HP";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.60";6;"HDD";"1024";"0";"Nvidia";" GeForce GTX 960M";"window";2.18;60888;141
1004;"Dell";"Ultrabook";13.3;"small";1920;1080;1;0;"Intel";"Core i5";"1.60";4;"SSD";"256";"0";"AMD";" Radeon 530";"window";1.4;101179;166
1005;"Lenovo";"Ultrabook";12.5;"small";2560;1440;1;1;"Intel";"Core M";"1.20";8;"SSD";"512";"0";"Intel";" HD Graphics 515";"window";0.99;103843;235
1006;"Asus";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.60";8;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 960M";"window";2.59;24989;141
1007;"HP";"Netbook";12.5;"small";1366;768;0;0;"Intel";"Core i5";"2.30";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";2.4;42943;125
1008;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;0;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";2.09;85141;141
1009;"Acer";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 950M";"window";2.4;122381;141
1010;"Lenovo";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.70";32;"SSD";"512";"1024";"Nvidia";" GeForce GTX 980M";"window";4.6;51096;127
1011;"Acer";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"Nvidia";" GeForce 940MX";"window";2.23;11136;141
1012;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"AMD";" Radeon R7 M445";"window";2.36;25468;141
1013;"Lenovo";"2 in 1 Convertible";10.1;"small";1920;1200;1;1;"Intel";"Atom x5-Z8550";"1.44";4;"Flash Storage";"64";"0";"Intel";" HD Graphics 400";"window";0.69;38379;224
1014;"Dell";"Ultrabook";13.3;"small";3200;1800;0;1;"Intel";"Core i5";"2.40";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"linux";1.23;53807;276
1015;"MSI";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.60";8;"SSD";"256";"0";"Nvidia";" GeForce GTX 965M";"window";2.6;117120;127
1016;"HP";"Ultrabook";13.3;"small";3840;2160;1;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.3;33993;331
1017;"Acer";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";4.2;84129;127
1018;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Pentium Quad";"1.60";4;"HDD";"1024";"0";"Intel";" HD Graphics 405";"window";1.96;124622;100
1019;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";2.18;18062;141
1020;"Lenovo";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1050";"window";2.4;39267;141
1021;"Asus";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.60";16;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 980M";"window";4.3;15824;127
1022;"HP";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";1.54;62284;157
1023;"Samsung";"2 in 1 Convertible";12.3;"small";2400;1600;1;1;"Samsung";"Cortex A72&A53";"2.00";4;"Flash Storage";"32";"0";"ARM";" Mali T860 MP4";"chromeOS";1.15;31915;235
1024;"Dell";"Ultrabook";12.5;"small";1366;768;0;0;"Intel";"Core i3";"2.30";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"window";1.5;79867;125
1025;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";" HD Graphics 620";"window";1.86;31839;100
1026;"Dell";"Ultrabook";12.5;"small";1366;768;0;0;"Intel";"Core i3";"2.30";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";1.5;63883;125
1027;"HP";"Workstation";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"AMD";" FirePro W4190M";"window";1.9;86793;141
1028;"Apple";"Ultrabook";12.0;"small";2304;1440;1;0;"Intel";"Core M";"1.10";8;"Flash Storage";"256";"0";"Intel";" HD Graphics 5300";"macos";0.92;68198;226
1029;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.50";4;"SSD";"16";"0";"Intel";" HD Graphics";"chromeOS";2.2;9271;100
1030;"Dell";"2 in 1 Convertible";13.3;"small";1920;1080;1;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.6;119916;166
1031;"HP";"Workstation";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.60";8;"HDD";"1024";"0";"AMD";" FirePro W6150M";"window";3.0;118761;127
1032;"HP";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.80";12;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1050";"window";2.21;19277;141
1033;"Lenovo";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.30";8;"SSD";"180";"0";"Intel";" HD Graphics 520";"window";1.7;95851;157
1034;"Lenovo";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";" GeForce GTX 1050 Ti";"window";2.4;25515;141
1035;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";" Radeon R5 M430";"N/A";1.9;79536;100
1036;"Dell";"Ultrabook";12.5;"small";1366;768;0;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.5;95851;125
1037;"Asus";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.60";16;"Hybrid";"512";"1024";"Nvidia";" GeForce GTX 980M";"window";4.3;31861;127
1038;"MSI";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.60";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 960M";"window";2.9;122491;127
1039;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"2.00";4;"HDD";"1024";"0";"Intel";" HD Graphics 500";"linux";2.1;28718;100
1040;"Lenovo";"2 in 1 Convertible";15.6;"medium";1920;1080;1;1;"Intel";"Core i5";"2.30";4;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";2.1;58607;141
1041;"MSI";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";2.43;42011;127
1042;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"AMD";"A6-Series 9220";"2.50";4;"HDD";"1024";"0";"AMD";" Radeon R4";"window";2.1;67772;141
1043;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"AMD";" Radeon R7 M440";"window";2.3;46620;100
1044;"Asus";"Gaming";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.60";16;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 960M";"window";2.59;61219;141
1045;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i7";"2.50";8;"HDD";"500";"0";"Nvidia";" GeForce 920MX";"N/A";2.2;123876;100
1046;"HP";"Notebook";13.3;"small";3200;1800;0;1;"Intel";"Core M";"1.10";8;"SSD";"256";"0";"Intel";" HD Graphics 515";"window";1.16;19660;276
1047;"Dell";"Ultrabook";13.3;"small";3200;1800;0;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.2;108744;276
1048;"Asus";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";" HD Graphics";"window";2.2;81465;100
1049;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"AMD";" Radeon R5 M315";"window";2.24;30529;100
1050;"Asus";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.60";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 1060";"window";2.2;79867;141
1051;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";2.1;78647;100
1052;"Dell";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"AMD";" Radeon R7 M445";"window";2.36;96597;141
1053;"Asus";"Ultrabook";13.3;"small";1920;1080;1;0;"Intel";"Core M";"0.90";8;"SSD";"512";"0";"Intel";" HD Graphics 515";"window";1.2;28185;166
1054;"HP";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i7";"2.50";8;"SSD";"512";"0";"Intel";" HD Graphics 520";"window";1.16;94252;166
1055;"HP";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";1.91;47899;100
1056;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.40";6;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.3;17263;100
1057;"Lenovo";"2 in 1 Convertible";10.1;"small";1920;1200;1;1;"Intel";"Atom x5-Z8550";"1.44";4;"Flash Storage";"64";"0";"Intel";" HD Graphics 400";"others";0.69;91288;224
1058;"Lenovo";"Notebook";15.6;"medium";1366;768;0;0;"AMD";"E-Series 9000";"2.20";4;"HDD";"500";"0";"AMD";" Radeon R2 Graphics";"window";2.2;27120;100
1059;"Acer";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";" HD Graphics 400";"linux";2.4;24456;100
1060;"Dell";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i7";"2.40";8;"SSD";"256";"0";"Intel";" Iris Plus Graphics 640";"window";1.23;16464;166
1061;"Acer";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i3";"2.00";8;"HDD";"1024";"0";"Nvidia";" GeForce 940MX";"window";3.3;25414;106
1062;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";2;"HDD";"500";"0";"Intel";" HD Graphics";"window";2.2;21259;100
1063;"Lenovo";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.70";16;"SSD";"256";"1024";"Nvidia";" GeForce GTX 980M";"window";4.6;30316;127
1064;"Asus";"Gaming";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1070";"window";2.2;78695;141
1065;"Lenovo";"Notebook";15.6;"medium";1920;1080;1;0;"Intel";"Core i7";"2.60";8;"HDD";"1024";"0";"Nvidia";" GeForce GTX 960M";"window";2.6;38841;141
1066;"Razer";"Ultrabook";12.5;"small";3840;2160;0;1;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.25;79813;352
1067;"Apple";"Ultrabook";12.0;"small";2304;1440;1;0;"Intel";"Core M";"1.20";8;"Flash Storage";"512";"0";"Intel";" HD Graphics 515";"macos";0.92;74059;226
1068;"HP";"Notebook";15.6;"medium";1920;1080;0;0;"AMD";"A9-Series 9410";"2.90";6;"Hybrid";"1024";"0";"AMD";" Radeon R7 M440";"window";2.04;57116;141
1069;"Toshiba";"Ultrabook";13.3;"small";1920;1080;0;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";" HD Graphics 620";"window";1.05;24935;166
1070;"Asus";"Notebook";15.6;"medium";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 1060";"window";2.2;23656;141
1071;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"AMD";" Radeon R5 M430";"linux";2.3;18062;100
1072;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.60";8;"Hybrid";"128";"1024";"Nvidia";" GeForce GTX 960M";"window";3.52;79867;127
1073;"MSI";"Gaming";17.3;"large";1920;1080;1;0;"Intel";"Core i7";"2.60";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";2.43;13267;127
1074;"HP";"Netbook";11.6;"small";1366;768;0;0;"Intel";"Celeron Dual";"1.60";2;"Flash Storage";"32";"0";"Intel";" HD Graphics 400";"window";1.17;44702;135
1075;"Vero";"Notebook";13.3;"small";1920;1080;0;0;"Intel";"Atom X5-Z8350";"1.44";4;"Flash Storage";"32";"0";"Intel";" HD Graphics 400";"window";1.35;36177;166
1076;"Dell";"2 in 1 Convertible";15.6;"medium";1920;1080;1;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";" HD Graphics 620";"window";2.19;101232;141
1077;"Asus";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i7";"2.50";4;"HDD";"500";"0";"Nvidia";" GeForce 920M";"window";2.2;12201;100
1078;"HP";"Notebook";13.3;"small";1920;1080;0;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.16;26107;166
1079;"Asus";"Gaming";17.3;"large";1920;1080;0;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";" GeForce GTX 1060";"window";2.9;40706;127
1080;"Lenovo";"2 in 1 Convertible";14.0;"medium";1920;1080;1;1;"Intel";"Core i7";"2.50";4;"SSD";"128";"0";"Intel";" HD Graphics 520";"window";1.8;61752;157
1081;"HP";"Notebook";14.0;"medium";1920;1080;0;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";" HD Graphics 520";"window";1.43;47686;157
1082;"Acer";"Netbook";11.6;"small";1366;768;0;0;"Intel";"Celeron Dual";"1.50";2;"SSD";"32";"0";"Intel";" HD Graphics";"chromeOS";1.3;65481;135
1083;"Lenovo";"2 in 1 Convertible";13.3;"small";3200;1800;1;1;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Intel";" HD Graphics 520";"window";1.3;21205;276
1084;"Dell";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";" HD Graphics 520";"linux";2.09;44383;100
1085;"Acer";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Nvidia";" GeForce 940MX";"window";3.3;37776;106
1086;"Lenovo";"Notebook";14.0;"medium";1366;768;0;0;"Intel";"Celeron Dual";"1.60";2;"Flash Storage";"64";"0";"Intel";" HD Graphics";"window";1.5;40972;112
1087;"Asus";"Notebook";15.6;"medium";1366;768;0;0;"Intel";"Core i3";"2.40";4;"HDD";"1024";"0";"Intel";" HD Graphics 620";"window";2.0;43956;100
1088;"Lenovo";"Notebook";17.3;"large";1600;900;0;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";" HD Graphics 620";"N/A";2.8;69530;106
